kxmlgui5 5.116.0-2
l-smash 2.14.5-4
lame 3.101.r6531-1
lapack 3.12.1-2
lcms2 2.18-1
ldb 2:4.23.5-1
ldns 1.9.0-1
leafpad 0.8.19-3
leancrypto 1.6.0-1
lensfun 1:0.3.4-6
leptonica 1.87.0-1
less 1:692-1
level-zero-loader 1.27.0-2
lib2geom 1.4-2
lib32-acl 2.3.2-1
lib32-alsa-lib 1.2.15.3-1
lib32-alsa-plugins 1.2.12-1
lib32-audit 4.1.2-1
lib32-brotli 1.1.0-1
lib32-bzip2 1.0.8-4
lib32-curl 8.18.0-4
lib32-dbus 1.16.2-1
lib32-e2fsprogs 1.47.3-2
lib32-expat 2.7.4-1
lib32-fontconfig 2:2.17.1-1
lib32-freetype2 2.14.1-1
lib32-gcc-libs 15.2.1+r604+g0b99615a8aef-1
lib32-gettext 0.26-1
lib32-glib2 2.86.4-1
lib32-glibc 2.43+r5+g856c426a7534-1
lib32-gmp 6.3.0-2
lib32-gnutls 3.8.12-1
lib32-harfbuzz 12.3.2-1
lib32-icu 78.2-1
lib32-json-c 0.18-2
lib32-keyutils 1.6.3-2
lib32-krb5 1.21.3-1
lib32-libcap 2.77-1
lib32-libdisplay-info 0.3.0-1
lib32-libdrm 2.4.131-1
lib32-libelf 0.194-1
lib32-libffi 3.5.2-1
lib32-libgcrypt 1.12.1-1
lib32-libglvnd 1.7.0-1
lib32-libgpg-error 1.59-1
lib32-libidn2 2.3.8-1
lib32-libldap 2.6.12-1
lib32-libnghttp2 1.68.0-1
lib32-libnghttp3 1.15.0-1
lib32-libngtcp2 1.20.0-1
lib32-libnl 3.12.0-1
lib32-libnsl 2.0.1-1
lib32-libpcap 1.10.6-1
lib32-libpciaccess 0.18.1-1
lib32-libpng 1.6.55-1
lib32-libpsl 0.21.5-1
lib32-libssh2 1.11.1-1
lib32-libtasn1 4.21.0-1
lib32-libtirpc 1.3.7-1
lib32-libunistring 1.3-1
lib32-libunwind 1.8.1-1
lib32-libusb 1.0.29-1
lib32-libx11 1.8.13-1
lib32-libxau 1.0.12-1
lib32-libxcb 1.17.0-1
lib32-libxcrypt 4.5.2-1
lib32-libxcrypt-compat 4.5.2-1
lib32-libxcursor 1.2.3-1
lib32-libxdmcp 1.1.5-1
lib32-libxext 1.3.7-1
lib32-libxfixes 6.0.1-2
lib32-libxi 1.8.2-1
lib32-libxkbcommon 1.13.1-1
lib32-libxml2 2.15.1-4
lib32-libxrandr 1.5.5-1
lib32-libxrender 0.9.11-2
lib32-libxshmfence 1.3.3-1
lib32-libxss 1.2.4-2
lib32-libxxf86vm 1.1.5-2
lib32-llvm-libs 1:21.1.8-1
lib32-lm_sensors 1:3.6.2-2
lib32-mesa 1:25.3.5-1
lib32-ncurses 6.6-1
lib32-nettle 3.10.2-1
lib32-nspr 4.38.2-1
lib32-nss 3.120.1-1
lib32-openssl 1:3.6.1-1
lib32-p11-kit 0.26.2-1
lib32-pam 1.7.1-1
lib32-pcre2 10.47-1
lib32-spirv-tools 1:1.4.341.0-1
lib32-sqlite 3.51.2-1
lib32-systemd 259.1-1
lib32-util-linux 2.41.3-1
lib32-vulkan-icd-loader 1.4.341.0-1
lib32-vulkan-mesa-implicit-layers 1:25.3.5-1
lib32-vulkan-radeon 1:25.3.5-1
lib32-wayland 1.24.0-1
lib32-xcb-util-keysyms 0.4.1-2
lib32-xz 5.8.2-1
lib32-zlib 1.3.2-1
lib32-zstd 1.5.7-2
lib3mf 2.5.0-1
libabw 0.1.3-6
libaccounts-glib 1.27-3
libaccounts-qt 1.17-1
libadwaita 1:1.8.4-1
libaec 1.1.5-1
libaemu 0.1.2-5
libaio 0.3.113-3
libao 1.2.2-7
libappindicator 12.10.1-1
libarchive 3.8.5-1
libasan 15.2.1+r604+g0b99615a8aef-1
libass 0.17.4-1
libassuan 3.0.0-1
libasyncns 1:0.8+r3+g68cd5af-3
libatasmart 0.19-7
libatomic 15.2.1+r604+g0b99615a8aef-1
libatomic_ops 7.8.2-2
libavc1394 0.5.4-7
libavif 1.3.0-5
libavtp 0.2.0-3
libayatana-appindicator 0.5.94-1
libayatana-indicator 0.9.4-1
libb2 0.98.1-3
libb64 1.2.1-5
libblockdev 3.4.0-2
libblockdev-crypto 3.4.0-2
libblockdev-fs 3.4.0-2
libblockdev-loop 3.4.0-2
libblockdev-mdraid 3.4.0-2
libblockdev-nvme 3.4.0-2
libblockdev-part 3.4.0-2
libblockdev-smart 3.4.0-2
libblockdev-swap 3.4.0-2
libbluray 1.4.0-2
libbpf 1.6.2-1
libbs2b 3.1.0-10
libbsd 0.12.2-2
libburn 1.5.6-2
libbytesize 2.12-3
libcaca 0.99.beta20-6
libcacard 2.8.1-1
libcamera 0.7.0-1
libcamera-ipa 0.7.0-1
libcanberra 1:0.30+r2+gc0620e4-6
libcap 2.77-1
libcap-ng 0.9-1
libcbor 0.12.0-1
libcddb 1.3.2-9
libcdio 2.3.0-1
libcdio-paranoia 10.2+2.0.2-1
libcdr 0.1.8-4
libcheese 44.1-5
libcloudproviders 0.4.0-1
libcmis 0.6.2-7
libcolord 1.4.8-1
libconfig 1.8.2-2
libcue 2.3.0-1
libcups 2:2.4.16-2
libcupsfilters 2.1.1-4
libdaemon 0.14-6
libdatrie 0.2.14-1
libdbusmenu-glib 18.10.20180917-1
libdbusmenu-gtk3 18.10.20180917-1
libdbusmenu-qt5 0.9.3+16.04.20160218-7
libdc1394 2.2.7-1
libdca 0.0.7-2
libde265 1.0.16-2
libdecor 0.2.5-1
libdeflate 1.25-1
libdiscid 0.6.5-2
libdispatch 6.1-1
libdisplay-info 0.3.0-1
libdmapsharing 3.9.13-2
libdovi 3.3.2-1
libdrm 2.4.131-1
libdv 1.0.0-11
libdvbpsi 1:1.3.3-3
libdvdnav 7.0.0-1
libdvdread 7.0.1-1
libe-book 0.1.3-20
libebml 1.4.5-1
libebur128 1.2.6-2
libedataserverui4 3.58.3-1
libedit 20250104_3.1-1
libei 1.5.0-1
libelf 0.194-1
libepoxy 1.5.10-3
libepubgen 0.1.1-6
libetonyek 0.1.13-2
libev 4.33-5
libevdev 1.13.6-1
libevent 2.1.12-5
libexif 0.6.25-1
libexttextcat 3.4.7-1
libfabric 2.4.0-1
libfakekey 0.3-4
libfbclient 5.0.3-2
libfdk-aac 2.0.3-1
libffi 3.5.2-1
libfilezilla 1:0.54.1-2
libfontenc 1.1.9-1
libfreeaptx 0.2.2-1
libfreehand 0.1.2-6
libfreexl 2.0.0-3
libftdi 1.5-10
libfyaml 0.9.4-1
libgcc 15.2.1+r604+g0b99615a8aef-1
libgcrypt 1.12.1-1
libgdata 0.18.1-4
libgee 0.20.8-1
libgeotiff 1.7.4-1
libgexiv2 0.14.6-2
libgfortran 15.2.1+r604+g0b99615a8aef-1
libgirepository 1.86.0-2
libgit2 1:1.9.2-3
libgksu 2.0.12-9
libgksu-debug 2.0.12-9
libglade 2.6.4-9
libglade-debug 2.6.4-9
libglvnd 1.7.0-3
libgme 0.6.4-1
libgnome-keyring 1:3.12.0+r14+g23438cc-1
libgnomekbd 1:3.28.1-2
libgoa 3.56.4-1
libgomp 15.2.1+r604+g0b99615a8aef-1
libgpg-error 1.59-1
libgphoto2 2.5.33-1
libgrss 0.7.0+16+g971c421-4
libgsf 1.14.55-1
libgtop 2.41.3-2
libgudev 238-3
libgusb 0.4.9-2
libgweather-4 4.4.4-3
libgxps 0.3.2-5
libhandy 1.8.3-2
libharu 2.4.5-1
libheif 1.21.2-2
libical 3.0.20-3
libice 1.1.2-1
libid3tag 0.16.4-1
libidn 1.43-1
libidn2 2.3.8-1
libiec61883 1.2.0-9
libimagequant 4.4.1-1
libimobiledevice 1.4.0-2
libimobiledevice-glue 1.3.2-1
libindi 2.1.9-1
libinih 61-1
libinput 1.30.1-1
libinstpatch 1.1.7-2
libiptcdata 1.0.5-5
libisl 0.27-1
libisofs 1.5.6.1-1
libixion 0.20.0-5
libjpeg-turbo 3.1.3-1
libjxl 0.11.2-2
libkate 0.4.3-4
libkdcraw 25.12.2-1
libkdcraw5 25.12.2-1
libkexiv2 25.12.2-1
libkeybinder3 0.3.2-5
libksba 1.6.7-2
libksysguard 6.6.0-1
liblangtag 0.6.8-1
liblc3 1.1.3-2
libldac 2.0.2.3-2
libldap 2.6.12-1
liblo 1:0.34-1
liblouis 3.36.0-2
liblqr 0.4.3-1
liblrdf 0.6.1-5
liblsan 15.2.1+r604+g0b99615a8aef-1
libltc 1.3.2-2
libluv 1.51.0-1
liblzf 3.6-5
libmad 0.15.1b-10
libmakepkg-dropins 20-1
libmalcontent 0.13.1-1
libmanette 0.2.13-1
libmatroska 1.7.1-2
libmaxminddb 1.12.2-2
libmbim 1.34.0-1
libmd 1.1.0-2
libmediaart 1.9.7-1
libmediainfo 26.01-2
libmfx 23.2.2-6
libmicrodns 0.2.0-2
libmicrohttpd 1.0.2-1
libmikmod 3.3.13-1
libmm-glib 1.24.2-1
libmms 0.6.4-6
libmng 2.0.3-4
libmnl 1.0.5-2
libmodplug 0.8.9.0-6
libmpc 1.3.1-2
libmpcdec 1:0.1+r475-6
libmpd 11.8.17-6
libmpdclient 2.23-1
libmpeg2 0.5.1-11
libmspack 1:1.11-1
libmspub 0.1.4-19
libmtp 1.1.23-1
libmupdf 1.27.2-2
libmwaw 0.3.22-4
libmypaint 1.6.1-2
libnatpmp 20230423-3
libnautilus-extension 49.4-1
libnbd 1.24.1-1
libndp 1.9-1
libnet 2:1.3-1
libnetfilter_conntrack 1.0.9-2
libnewt 0.52.25-2
libnfnetlink 1.0.2-2
libnfs 6.0.2-5
libnftnl 1.3.1-1
libnghttp2 1.68.0-1
libnghttp3 1.15.0-1
libngtcp2 1.20.0-1
libnice 0.1.23-1
libnl 3.12.0-1
libnm 1.54.3-1
libnma 1.10.6-3
libnma-common 1.10.6-3
libnotify 0.8.8-1
libnova 0.16-3
libnsbmp 0.1.7-1
libnsgif 1.0.0-1
libnsl 2.0.1-1
libnumbertext 1.0.11-3
libnvme 1.16.1-3
liboauth 1:1.0.3+r16+gc26f038-2
libobjc 15.2.1+r604+g0b99615a8aef-1
libodfgen 0.1.8-5
libogg 1.3.6-1
liboggz 1.1.3-1
libomxil-bellagio 0.9.3-5
libopenmpt 0.8.4-1
liborcus 0.21.0-4
libosinfo 1.12.0-2
libp11-kit 0.26.2-1
libpagemaker 0.0.4-5
libpaper 2.2.7-1
libpcap 1.10.6-1
libpciaccess 0.18.1-2
libpeas 1.36.0-7
libpgm 5.3.128-3
libphonenumber 1:9.0.24-1
libpipeline 1.5.8-1
libpipewire 1:1.4.10-2
libplacebo 7.360.0-2
libplasma 6.6.0-1
libplist 2.7.0-3
libpng 1.6.55-1
libportal 0.9.1-2
libportal-gtk3 0.9.1-2
libportal-gtk4 0.9.1-2
libppd 2.1.1-2
libproxy 0.5.12-1
libpsl 0.21.5-2
libpulse 17.0+r98+gb096704c0-1
libqmi 1.38.0-1
libqrtr-glib 1.4.0-1
libquadmath 15.2.1+r604+g0b99615a8aef-1
libqxp 0.0.2-15
libraqm 0.10.4-1
libraw 0.22.0-2
libraw1394 2.1.2-4
librecad 2.2.1.3-2
libreoffice-fresh 26.2.0-5
librest 0.10.2-1
librevenge 0.0.5-4
librsvg 2:2.61.4-1
librsync 1:2.3.4-2
librttopo 1.1.0-6
libsamplerate 0.2.2-3
libsasl 2.1.28-5
libseccomp 2.6.0-1
libsecret 0.21.7-1
libshout 1:2.4.6-5
libsidplayfp 2.16.1-1
libsigc++ 2.12.1-2
libsigc++-3.0 3.8.0-1
libsigsegv 2.15-1
libsixel 1.10.5-1
libslirp 4.9.1-1
libsm 1.2.6-1
libsndfile 1.2.2-4
libsodium 1.0.20-1
libsonic 0.2.0-2
libsoup 2.74.3-4
libsoup3 3.6.6-1
libsoxr 0.1.3-4
libspatialindex 2.1.0-1
libspatialite 5.1.0-4
libspectre 0.2.12-2
libspeechd 0.12.1-3
libspiro 1:20240903-1
libspnav 1.2-1
libsrtp 1:2.7.0-1
libssh 0.12.0-1
libssh2 1.11.1-1
libstaroffice 0.0.7-5
libstdc++ 15.2.1+r604+g0b99615a8aef-1
libstemmer 3.0.1-1
libsynctex 2025.2-3
libsysprof-capture 49.0-2
libtar 1.2.20-7
libtasn1 4.21.0-1
libtatsu 1.0.5-1
libteam 1.32-3
libtermkey 0.22-3
libthai 0.1.30-1
libtheora 1.2.0-1
libtiff 4.7.1-1
libtirpc 1.3.7-1
libtommath 1.3.0-2
libtool 2.6.0-4
libtorrent-rasterbar 1:2.0.11-8
libtpms 0.10.2-1
libtraceevent 1:1.8.7-1
libtracefs 1.8.3-1
libtsan 15.2.1+r604+g0b99615a8aef-1
libubsan 15.2.1+r604+g0b99615a8aef-1
libuhd 4.9.0.1-4
libunibreak 6.1-1
libunistring 1.4.1-1
libunrar 1:7.2.4-1
libunwind 1.8.2-1
libupnp 1.14.25-1
liburing 2.14-1
libusb 1.0.29-1
libusb-compat 0.1.8-2
libusbmuxd 2.1.1-2
libutempter 1.2.3-1
libutf8proc 2.11.3-1
libuv 1.52.0-1
libva 2.22.0-1
libvdpau 1.5-4
libverto 0.3.2-5
libvirt 1:12.0.0-2
libvirt-glib 5.0.0-3
libvisio 0.1.10-3
libvlc 3.0.21-32
libvncserver 0.9.14-4
libvorbis 1.3.7-4
libvpl 2.16.0-2
libvpx 1.15.2-3
libvterm 0.3.3-2
libwacom 2.18.0-2
libwbclient 2:4.23.5-1
libwebp 1.6.0-2
libwmf 0.2.13-4
libwnck3 43.3-1
libwpd 0.10.3-6
libwpe 1.16.3-1
libwpg 0.3.4-3
libwps 0.4.14-4
libx11 1.8.13-1
libxau 1.0.12-1
libxaw 1.0.16-1
libxcb 1.17.0-1
libxcomposite 0.4.7-1
libxcrypt 4.5.2-1
libxcrypt-compat 4.5.2-1
libxcursor 1.2.3-1
libxcvt 0.1.3-1
libxdamage 1.1.7-1
libxdg-basedir 1.2.3-2
libxdmcp 1.1.5-1
libxdp 1.6.2-1
libxext 1.3.7-1
libxfce4ui 4.20.2-1
libxfce4util 4.20.1-1
libxfce4windowing 4.20.5-3
libxfixes 6.0.2-1
libxfont2 2.0.7-1
libxft 2.3.9-1
libxi 1.8.2-1
libxinerama 1.1.6-1
libxisf 0.2.13-1
libxkbcommon 1.13.1-1
libxkbcommon-x11 1.13.1-1
libxkbfile 1.2.0-1
libxklavier 5.4-7
libxml2 2.15.1-5
libxml2-legacy 2.13.9-2
libxmlb 0.3.25-1
libxmp 4.6.3-1
libxmu 1.3.1-1
libxnvctrl 590.48.01-1
libxp 1.0.4-3
libxpm 3.5.18-1
libxpresent 1.0.2-1
libxrandr 1.5.5-1
libxrender 0.9.12-1
libxres 1.2.3-1
libxshmfence 1.3.3-1
libxslt 1.1.45-2
libxss 1.2.5-1
libxt 1.3.1-1
libxtst 1.2.5-1
libxv 1.0.13-1
libxvmc 1.0.15-1
libxxf86vm 1.1.7-1
libyaml 0.2.5-3
libyuv r2426+464c51a03-1
libzen 0.4.41-3
libzip 1.11.4-1
libzmf 0.0.2-20
licenses 20240728-1
lightdm 1:1.32.0-6
lightdm-gtk-greeter 1:2.0.9-1
lilv 0.26.4-1
linux 6.18.9.arch1-2
linux-api-headers 6.19-1
linux-firmware 20260110-1
linux-firmware-amdgpu 20260110-1
linux-firmware-atheros 20260110-1
linux-firmware-broadcom 20260110-1
linux-firmware-cirrus 20260110-1
linux-firmware-intel 20260110-1
linux-firmware-mediatek 20260110-1
linux-firmware-nvidia 20260110-1
linux-firmware-other 20260110-1
linux-firmware-radeon 20260110-1
linux-firmware-realtek 20260110-1
linux-firmware-whence 20260110-1
linux-headers 6.18.9.arch1-2
linux-lts 6.12.74-1
lirc 1:0.10.2-6
lld 21.1.8-1
llhttp 9.3.1-1
llvm 21.1.8-1
llvm-libs 21.1.8-1
llvm15 15.0.7-3
llvm15-libs 15.0.7-3
lm_sensors 1:3.6.2-1
lmdb 0.9.33-1
localsearch 3.10.2-1
localsend-bin 1.16.1-1
log4cplus 2.1.2-1
lolcat 100.0.1-5
lpsolve 5.5.2.11-3
lsb-release 2.0.r55.a25a4fc-1
lsof 4.99.5-2
lua 5.4.8-2
lua-lpeg 1.1.0-4
lua51-lpeg 1.1.0-4
lua52 5.2.4-8
lua53 5.3.6-4
lua53-lgi 0.9.2-12
luajit 2.1.1767980792+707c12b-2
luit 20250912-1
lv2 1.18.10-2
lvm2 2.03.38-1
lz4 1:1.10.0-2
lzo 2.10-5
m4 1.4.21-1
magic-wormhole 0.22.0-2
mailcap 2.1.54-2
make 4.4.1-2
man-db 2.13.1-1
manifold 3.3.2-2
mariadb-libs 12.2.2-2
marisa 0.2.7-1
materia-gtk-theme 20210322-4
materialx 1.39.4-3
mathjax 4.1.1-1
mbedtls2 2.28.10-1
md4c 0.5.2-1
mdadm 4.4-2
med-openmpi 5.0.0-5
media-player-info 26-1
mediainfo 26.01-1
mesa 1:25.3.5-1
mesa-utils 9.0.0-7
meson 1.10.1-1
minder 1.17.0-2
minicom 2.11-1
miniupnpc 2.3.3-3
minizip 1:1.3.2-2
minizip-ng 4.1.0-1
mjpegtools 2.2.1-3
mkinitcpio 40-4
mkinitcpio-busybox 1.36.1-1
mlt 7.36.1-4
mobile-broadband-provider-info 20251101-1
modemmanager 1.24.2-1
modemmanager-qt 6.23.0-1
modemmanager-qt5 5.116.0-1
morsify 1.0.0-1
mousepad 0.6.5-1
mpdecimal 4.0.1-1
mpfr 4.2.2-1
mpg123 1.33.4-1
mpv 1:0.41.0-3
msgpack-c 6.1.0-2
mtdev 1.1.7-1
mtools 1:4.0.49-1
mujs 1.3.8-1
muparser 2.3.5-2
mupdf-tools 1.27.2-2
mypaint-brushes1 1.3.1-2
nano 8.7.1-1
nanobind 2.11.0-1
nawk 20251225-1
nchat 5.7.24-1
nchat-debug 5.7.24-1
ncurses 6.6-1
ndctl 79-1
neofetch 7.1.0-2
neon 0.36.0-1
neovim 0.11.6-1
net-tools 2.10-3
netcdf 4.9.3-4
netpbm 10.86.48-1
nettle 3.10.2-1
network-manager-applet 1.36.0-1
networkmanager 1.54.3-1
nftables 1:1.1.6-2
ngspice 45.2-1
ninja 1.13.2-3
nm-connection-editor 1.36.0-1
nmap 7.98-5
nng 1.11-2
node-gyp 12.2.0-1
nodejs 25.6.1-2
nodejs-material-design-icons 3.0.1-6
nodejs-nopt 7.2.1-1
noto-fonts 1:2026.02.01-1
noto-fonts-cjk 20240730-1
noto-fonts-emoji 1:2.051-1
noto-fonts-extra 1:2026.02.01-1
npm 11.10.1-1
npth 1.8-1
nspr 4.38.2-1
nss 3.120.1-1
ntfs-3g 2022.10.3-2
numactl 2.0.19-1
obsidian 1.11.7-1
ocl-icd 2.3.4-1
okular 25.12.2-1
ollama 0.17.0-1
onboard 1.4.1-13
onetbb 2022.3.0-4
oniguruma 6.9.10-1
openal 1.25.1-1
opencascade 1:7.9.3-2
opencc 1.1.9-3
opencollada 1:1.6.68-3
opencolorio 2.5.0-4
opencore-amr 0.1.6-2
opencsg 1.8.2-2
opencv 4.13.0-2
openexr 3.4.5-1
openh264 2.6.0-2
openimagedenoise 2.3.3-3
openimageio 3.1.10.0-1
openjpeg2 2.5.4-1
openmpi 5.0.9-4
openoffice-bin 4.1.15-1
openpgl 0.7.1-1
openpmix 5.0.10-1
openscad 2021.01-20
openscenegraph 3.6.5-31
openshadinglanguage 1.15.1.0-1
openssh 10.2p1-2
openssl 3.6.1-1
openssl-1.1 1.1.1.w-2
opensubdiv 3.7.0-1
openucx 1.20.0-3
openvdb 12.1.1-3
openxr 1.1.57-1
optipng 7.9.1-1
opus 1.6.1-1
opusfile 0.12-4
orc 0.4.42-1
orca 49.5-2
os-prober 1.84-1
osinfo-db 20251212-1
ostree 2025.7-2
otf-aurulent-nerd 3.4.0-2
otf-codenewroman-nerd 3.4.0-2
otf-comicshanns-nerd 3.4.0-2
otf-commit-mono-nerd 3.4.0-2
otf-droid-nerd 3.4.0-2
otf-fira-mono 2:3.206-4
otf-fira-sans 1:4.301-2
otf-firamono-nerd 3.4.0-2
otf-geist-mono-nerd 3.4.0-2
otf-hasklig-nerd 3.4.0-2
otf-hermit-nerd 3.4.0-2
otf-monaspace-nerd 3.4.0-2
otf-opendyslexic-nerd 3.4.0-2
otf-overpass-nerd 3.4.0-2
oxipng 10.1.0-1
p11-kit 0.26.2-1
pacman 7.1.0.r9.g54d9411-1
pacman-mirrorlist 20260213-1
pahole 1:1.31-2
pam 1.7.2-2
pambase 20250719-1
pamixer 1.6-3
pandoc-cli 3.5-7
pango 1:1.57.0-2
pangomm 2.46.4-1
pangomm-2.48 2.56.1-1
papirus-icon-theme 20250501-1
parallel 20260222-1
parole 4.20.0-1
parted 3.6-2
patch 2.8-1
patchelf 0.18.0-4
pavucontrol 1:6.2-1
pcaudiolib 1.3-1
pciutils 3.14.0-1
pcre 8.45-4
pcre2 10.47-1
pcsclite 2.4.1-1
pdal 2.9.3-1
pdftk 3.3.3-4
perl 5.42.0-1
perl-clone 0.47-2
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-html-parser 3.83-2
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.16-6
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-image-exiftool 13.50-1
perl-io-html 1.004-8
perl-libwww 6.81-2
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-timedate 2.33-9
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.02-16
perl-xml-parser 2.47-3
phodav 3.0-4
phonon-qt5 4.12.0-4
phonon-qt5-gstreamer 4.10.0-4
phonon-qt6 4.12.0-5
phonon-qt6-vlc 0.12.0-5
php 8.5.3-1
php-gd 8.5.3-1
pifpaf 3.4.0-2
pinentry 1.3.2-2
pipewire 1:1.4.10-2
pixman 0.46.4-1
pkcs11-helper 1.31.0-1
pkgconf 2.5.1-1
plasma-activities 6.6.0-1
plasma5support 6.6.0-1
pngcrush 1.8.13-4
pngquant 3.0.3-2
podofo 0.10.4-2
polkit 127-3
polkit-gnome 0.105-12
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 26.02.0-2
poppler-data 0.4.12-2
poppler-glib 26.02.0-2
poppler-qt5 26.02.0-2
poppler-qt6 26.02.0-2
popt 1.19-2
portaudio 1:19.7.0-3
postgresql-libs 18.2-1
potrace 1.16-4
ppp 2.5.2-1
pps-tools 1.0.3-2
procps-ng 4.0.6-1
proj 9.7.0-1
protobuf 33.1-3
prrte 3.0.13-1
psmisc 23.7-1
ptex 2.5.1-1
pugixml 1.15-3
pulseaudio 17.0+r98+gb096704c0-1
pulseaudio-bluetooth 17.0+r98+gb096704c0-1
pulseaudio-qt 1.7.0-2
pulseeffects-legacy 4.8.7-1
purpose 6.23.0-1
purpose5 5.116.0-1
pv 1.10.3-1
pybind11 3.0.2-1
pygtk 2.24.0-14
pygtk-debug 2.24.0-14
pyside2-debug 5.15.13-2
pyside6 6.10.2-1
pystring 1.1.4-2
python 3.14.3-1
python-advocate 1.0.0-2
python-annotated-types 0.7.0-3
python-anyio 4.12.1-1
python-appdirs 1.4.4-12
python-apscheduler 3.11.0-1
python-apsw 3.51.2.0-1
python-async-timeout 4.0.3-6
python-atspi 2.58.1-1
python-attrs 25.4.0-3
python-autobahn 25.10.2-4
python-autocommand 2.2.2-9
python-automat 25.4.16-2
python-babel 2.17.0-3
python-backports-zstd 1.2.0-3
python-base58 2.1.1-3
python-bcrypt 5.0.0-2
python-beautifulsoup4 4.14.3-2
python-blinker 1.9.0-4
python-brotli 1.2.0-1
python-brotlicffi 1.2.0.0-2
python-build 1.4.0-1
python-cachecontrol 1:0.14.4-3
python-cairo 1.29.0-2
python-certifi 2026.01.04-1
python-cffi 2.0.0-2
python-chardet 5.2.0-7
python-charset-normalizer 3.4.4-2
python-click 8.3.1-1
python-colorama 0.4.6-6
python-configobj 5.0.9-6
python-constantly 23.10.4-3
python-contourpy 1.3.3-3
python-coverage 7.13.4-1
python-cryptography 46.0.5-2
python-css-parser 1.0.10-4
python-cssselect 1.4.0-1
python-cwcwidth 0.1.12-2
python-cycler 0.12.1-4
python-daiquiri 3.4.0-2
python-dasbus 1.7-5
python-dateutil 2.9.0-8
python-dbus 1.4.0-2
python-decorator 5.2.1-2
python-deprecated 1.2.18-2
python-distlib 0.4.0-2
python-distro 1.9.0-4
python-distutils-extra 2.39-15
python-dnspython 1:2.8.0-3
python-fastjsonschema 2.21.2-2
python-faust-cchardet 2.1.19-5
python-feedparser 6.0.12-2
python-filelock 3.24.0-1
python-fixtures 4.2.8-1
python-flask 3.1.2-2
python-flask-babel 4.0.0-5
python-flask-limiter 3.10.0-1
python-flask-login 0.6.3-8
python-flask-principal 0.4.0-15
python-flask-wtf 1.2.2-2
python-flit-core 3.12.0-4
python-fluidity 0.2.1-8
python-fonttools 4.61.1-2
python-future 1.0.0-1
python-gdal 3.12.2-1
python-geoip 1.3.2-19
python-gevent 25.9.1-2
python-gitdb 1:4.0.12-2
python-gitpython 3.1.46-2
python-gobject 3.54.5-2
python-greenlet 3.3.2-1
python-h11 0.16.0-2
python-hkdf 0.0.3-15
python-html2text 2025.4.15-2
python-html5-parser 0.4.12-5
python-html5lib 1.1-17
python-httpcore 1.0.9-3
python-httpx 0.28.1-7
python-humanize 4.15.0-2
python-hyperlink 21.0.0-8
python-idna 3.11-2
python-ifaddr 0.2.0-7
python-importlib-metadata 8.7.1-3
python-importlib_resources 6.5.2-2
python-incremental 24.7.2-3
python-inflate64 1.0.4-2
python-inflect 7.5.0-2
python-iniconfig 2.1.0-3
python-installer 0.7.0-14
python-invoke 2.2.1-2
python-iso639 0.4.5-8
python-isounidecode 0.3-3
python-iterable-io 1.0.1-2
python-itsdangerous 2.2.0-2
python-jaraco.classes 3.4.0-3
python-jaraco.collections 5.1.0-3
python-jaraco.context 6.0.1-3
python-jaraco.functools 4.1.0-3
python-jaraco.text 4.0.0-4
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-json-logger 3.3.0-2
python-keyring 25.7.0-3
python-kiwisolver 1.4.7-2
python-lexicon 3.0.0-2
python-limits 4.0.0-1
python-lockfile 0.12.2-15
python-lxml 6.0.2-2
python-mako 1.3.10-4
python-manimpango 0.5.0-2
python-markdown 3.10.2-1
python-markdown-it-py 4.0.0-2
python-markupsafe 3.0.2-2
python-matplotlib 3.10.8-5
python-mdurl 0.1.2-9
python-mechanize 1:0.4.10-3
python-more-itertools 10.8.0-2
python-msgpack 1.1.2-2
python-multivolumefile 0.2.3-10
python-musicbrainzngs 0.7.1-10
python-mutagen 1.47.0-4
python-natsort 8.4.0-4
python-netifaces 0.11.0-8
python-numpy 2.4.2-1
python-opengl 3.1.10-3
python-ordered-set 4.1.0-8
python-owslib 0.34.1-2
python-packaging 26.0-1
python-paramiko 4.0.0-2
python-parsedatetime 2.6-11
python-pbr 7.0.3-3
python-pdftotext 2.2.2-11
python-pexpect 4.9.0-7
python-pikepdf 10.3.0-1
python-pillow 12.1.1-1
python-pip 26.0.1-1
python-pipenv 2026.0.2-2
python-pivy 1:0.6.10-4
python-pkg_resources 81.0.0-1
python-platformdirs 4.9.3-1
python-playwright 1.58.0-1
python-pluggy 1.6.0-3
python-ply 3.11-16
python-psutil 7.2.2-1
python-psycopg2 2.9.11-2
python-ptyprocess 0.7.0-9
python-py7zr 1.1.2-1
python-pyasn1 0.6.1-2
python-pyasn1-modules 0.4.2-2
python-pybcj 1.0.7-2
python-pychm 0.8.6-11
python-pycountry 24.6.1-5
python-pycparser 2.23-2
python-pycryptodome 3.23.0-2
